center,left,right,steering,throttle,brake,speed
IMG/center_2019_06_27_18_35_39_165.jpg,IMG/left_2019_06_27_18_35_39_165.jpg,IMG/right_2019_06_27_18_35_39_165.jpg,0,0,0,8.83228
IMG/center_2019_06_27_18_35_39_240.jpg,IMG/left_2019_06_27_18_35_39_240.jpg,IMG/right_2019_06_27_18_35_39_240.jpg,0,0,0,8.760351
IMG/center_2019_06_27_18_35_39_322.jpg,IMG/left_2019_06_27_18_35_39_322.jpg,IMG/right_2019_06_27_18_35_39_322.jpg,0,0,0,8.688727
IMG/center_2019_06_27_18_35_39_404.jpg,IMG/left_2019_06_27_18_35_39_404.jpg,IMG/right_2019_06_27_18_35_39_404.jpg,0,0,0,8.616762
IMG/center_2019_06_27_18_35_39_484.jpg,IMG/left_2019_06_27_18_35_39_484.jpg,IMG/right_2019_06_27_18_35_39_484.jpg,0,0,0,8.545377
IMG/center_2019_06_27_18_35_39_565.jpg,IMG/left_2019_06_27_18_35_39_565.jpg,IMG/right_2019_06_27_18_35_39_565.jpg,0,0.1655967,0,8.562138
IMG/center_2019_06_27_18_35_39_645.jpg,IMG/left_2019_06_27_18_35_39_645.jpg,IMG/right_2019_06_27_18_35_39_645.jpg,0,0.09385514,0,8.662555
IMG/center_2019_06_27_18_35_39_730.jpg,IMG/left_2019_06_27_18_35_39_730.jpg,IMG/right_2019_06_27_18_35_39_730.jpg,0,0.08743501,0,8.616817
IMG/center_2019_06_27_18_35_39_805.jpg,IMG/left_2019_06_27_18_35_39_805.jpg,IMG/right_2019_06_27_18_35_39_805.jpg,-0.15,0.3141961,0,8.756318
IMG/center_2019_06_27_18_35_39_883.jpg,IMG/left_2019_06_27_18_35_39_883.jpg,IMG/right_2019_06_27_18_35_39_883.jpg,-0.35,0.3855393,0,9.046429
IMG/center_2019_06_27_18_35_39_960.jpg,IMG/left_2019_06_27_18_35_39_960.jpg,IMG/right_2019_06_27_18_35_39_960.jpg,-0.5500001,0.1535912,0,9.1419
IMG/center_2019_06_27_18_35_40_040.jpg,IMG/left_2019_06_27_18_35_40_040.jpg,IMG/right_2019_06_27_18_35_40_040.jpg,-0.3801298,0.0872798,0,9.128086
IMG/center_2019_06_27_18_35_40_119.jpg,IMG/left_2019_06_27_18_35_40_119.jpg,IMG/right_2019_06_27_18_35_40_119.jpg,-0.143604,0.004526854,0,9.125203
IMG/center_2019_06_27_18_35_40_197.jpg,IMG/left_2019_06_27_18_35_40_197.jpg,IMG/right_2019_06_27_18_35_40_197.jpg,-0.05,0,0,9.061797
IMG/center_2019_06_27_18_35_40_274.jpg,IMG/left_2019_06_27_18_35_40_274.jpg,IMG/right_2019_06_27_18_35_40_274.jpg,-0.25,0.150861,0,9.025968
IMG/center_2019_06_27_18_35_40_350.jpg,IMG/left_2019_06_27_18_35_40_350.jpg,IMG/right_2019_06_27_18_35_40_350.jpg,-0.2353771,0,0,8.983251
IMG/center_2019_06_27_18_35_40_425.jpg,IMG/left_2019_06_27_18_35_40_425.jpg,IMG/right_2019_06_27_18_35_40_425.jpg,-0.009650946,0,0,8.908012
IMG/center_2019_06_27_18_35_40_503.jpg,IMG/left_2019_06_27_18_35_40_503.jpg,IMG/right_2019_06_27_18_35_40_503.jpg,-0.2096509,0,0,8.851861
IMG/center_2019_06_27_18_35_40_578.jpg,IMG/left_2019_06_27_18_35_40_578.jpg,IMG/right_2019_06_27_18_35_40_578.jpg,-0.01824975,0,0,8.778244
IMG/center_2019_06_27_18_35_40_657.jpg,IMG/left_2019_06_27_18_35_40_657.jpg,IMG/right_2019_06_27_18_35_40_657.jpg,0,0.0812552,0,8.737102
IMG/center_2019_06_27_18_35_40_733.jpg,IMG/left_2019_06_27_18_35_40_733.jpg,IMG/right_2019_06_27_18_35_40_733.jpg,0,0.006816387,0,8.769386
IMG/center_2019_06_27_18_35_40_812.jpg,IMG/left_2019_06_27_18_35_40_812.jpg,IMG/right_2019_06_27_18_35_40_812.jpg,-0.2,0.08522701,0,8.704109
IMG/center_2019_06_27_18_35_40_886.jpg,IMG/left_2019_06_27_18_35_40_886.jpg,IMG/right_2019_06_27_18_35_40_886.jpg,-0.1607645,0.1583948,0,8.806349
IMG/center_2019_06_27_18_35_40_961.jpg,IMG/left_2019_06_27_18_35_40_961.jpg,IMG/right_2019_06_27_18_35_40_961.jpg,0,0,0,8.764405
IMG/center_2019_06_27_18_35_41_043.jpg,IMG/left_2019_06_27_18_35_41_043.jpg,IMG/right_2019_06_27_18_35_41_043.jpg,0,0.2443285,0,8.849127
IMG/center_2019_06_27_18_35_41_130.jpg,IMG/left_2019_06_27_18_35_41_130.jpg,IMG/right_2019_06_27_18_35_41_130.jpg,0,0,0,8.864827
IMG/center_2019_06_27_18_35_41_208.jpg,IMG/left_2019_06_27_18_35_41_208.jpg,IMG/right_2019_06_27_18_35_41_208.jpg,-0.05,0.2355816,0,8.922018
IMG/center_2019_06_27_18_35_41_290.jpg,IMG/left_2019_06_27_18_35_41_290.jpg,IMG/right_2019_06_27_18_35_41_290.jpg,-0.25,0.3171329,0,9.176934
IMG/center_2019_06_27_18_35_41_369.jpg,IMG/left_2019_06_27_18_35_41_369.jpg,IMG/right_2019_06_27_18_35_41_369.jpg,-0.4203837,0.3909245,0,9.36466
IMG/center_2019_06_27_18_35_41_446.jpg,IMG/left_2019_06_27_18_35_41_446.jpg,IMG/right_2019_06_27_18_35_41_446.jpg,-0.1869149,0.3172109,0,9.678288
IMG/center_2019_06_27_18_35_41_526.jpg,IMG/left_2019_06_27_18_35_41_526.jpg,IMG/right_2019_06_27_18_35_41_526.jpg,0,0.2363698,0,9.790212
IMG/center_2019_06_27_18_35_41_610.jpg,IMG/left_2019_06_27_18_35_41_610.jpg,IMG/right_2019_06_27_18_35_41_610.jpg,0,0.3220139,0,10.05249
IMG/center_2019_06_27_18_35_41_686.jpg,IMG/left_2019_06_27_18_35_41_686.jpg,IMG/right_2019_06_27_18_35_41_686.jpg,0,0.2352176,0,10.17372
IMG/center_2019_06_27_18_35_41_760.jpg,IMG/left_2019_06_27_18_35_41_760.jpg,IMG/right_2019_06_27_18_35_41_760.jpg,-0.15,0.4561951,0,10.45728
IMG/center_2019_06_27_18_35_41_836.jpg,IMG/left_2019_06_27_18_35_41_836.jpg,IMG/right_2019_06_27_18_35_41_836.jpg,-0.2244415,0.5317404,0,10.7777
IMG/center_2019_06_27_18_35_41_912.jpg,IMG/left_2019_06_27_18_35_41_912.jpg,IMG/right_2019_06_27_18_35_41_912.jpg,0,0.3044994,0,11.09291
IMG/center_2019_06_27_18_35_41_999.jpg,IMG/left_2019_06_27_18_35_41_999.jpg,IMG/right_2019_06_27_18_35_41_999.jpg,-0.25,0.5624928,0,11.66505
IMG/center_2019_06_27_18_35_42_079.jpg,IMG/left_2019_06_27_18_35_42_079.jpg,IMG/right_2019_06_27_18_35_42_079.jpg,-0.01681137,0.3213108,0,11.69098
IMG/center_2019_06_27_18_35_42_161.jpg,IMG/left_2019_06_27_18_35_42_161.jpg,IMG/right_2019_06_27_18_35_42_161.jpg,0,0.1000965,0,11.88588
IMG/center_2019_06_27_18_35_42_247.jpg,IMG/left_2019_06_27_18_35_42_247.jpg,IMG/right_2019_06_27_18_35_42_247.jpg,-0.25,0.3616512,0,12.02529
IMG/center_2019_06_27_18_35_42_332.jpg,IMG/left_2019_06_27_18_35_42_332.jpg,IMG/right_2019_06_27_18_35_42_332.jpg,-0.45,0.6195016,0,12.41563
IMG/center_2019_06_27_18_35_42_411.jpg,IMG/left_2019_06_27_18_35_42_411.jpg,IMG/right_2019_06_27_18_35_42_411.jpg,-0.4358239,0.8557155,0,13.04192
IMG/center_2019_06_27_18_35_42_499.jpg,IMG/left_2019_06_27_18_35_42_499.jpg,IMG/right_2019_06_27_18_35_42_499.jpg,-0.3096614,1,0,13.78034
IMG/center_2019_06_27_18_35_42_582.jpg,IMG/left_2019_06_27_18_35_42_582.jpg,IMG/right_2019_06_27_18_35_42_582.jpg,-0.4350393,1,0,14.63438
IMG/center_2019_06_27_18_35_42_720.jpg,IMG/left_2019_06_27_18_35_42_720.jpg,IMG/right_2019_06_27_18_35_42_720.jpg,-0.8350394,1,0,16.18447
IMG/center_2019_06_27_18_35_42_806.jpg,IMG/left_2019_06_27_18_35_42_806.jpg,IMG/right_2019_06_27_18_35_42_806.jpg,-0.5982699,0.8273501,0,16.95165
IMG/center_2019_06_27_18_35_42_890.jpg,IMG/left_2019_06_27_18_35_42_890.jpg,IMG/right_2019_06_27_18_35_42_890.jpg,-0.3457689,0.5748491,0,17.5035
IMG/center_2019_06_27_18_35_42_985.jpg,IMG/left_2019_06_27_18_35_42_985.jpg,IMG/right_2019_06_27_18_35_42_985.jpg,-0.06233454,0.6675434,0,18.07334
IMG/center_2019_06_27_18_35_43_592.jpg,IMG/left_2019_06_27_18_35_43_592.jpg,IMG/right_2019_06_27_18_35_43_592.jpg,-0.8500001,1,0,21.21261
IMG/center_2019_06_27_18_35_43_661.jpg,IMG/left_2019_06_27_18_35_43_661.jpg,IMG/right_2019_06_27_18_35_43_661.jpg,0,0.7805381,0,21.74623
IMG/center_2019_06_27_18_35_43_736.jpg,IMG/left_2019_06_27_18_35_43_736.jpg,IMG/right_2019_06_27_18_35_43_736.jpg,0,1,0,22.2072
IMG/center_2019_06_27_18_35_43_818.jpg,IMG/left_2019_06_27_18_35_43_818.jpg,IMG/right_2019_06_27_18_35_43_818.jpg,0,0.7550564,0,22.84094
IMG/center_2019_06_27_18_35_43_893.jpg,IMG/left_2019_06_27_18_35_43_893.jpg,IMG/right_2019_06_27_18_35_43_893.jpg,0,0.5302694,0,23.25346
IMG/center_2019_06_27_18_35_43_963.jpg,IMG/left_2019_06_27_18_35_43_963.jpg,IMG/right_2019_06_27_18_35_43_963.jpg,0,0.3201072,0,23.45518
IMG/center_2019_06_27_18_35_44_030.jpg,IMG/left_2019_06_27_18_35_44_030.jpg,IMG/right_2019_06_27_18_35_44_030.jpg,0,0.1192541,0,23.5135
IMG/center_2019_06_27_18_35_44_110.jpg,IMG/left_2019_06_27_18_35_44_110.jpg,IMG/right_2019_06_27_18_35_44_110.jpg,0,0,0,23.33644
IMG/center_2019_06_27_18_35_44_190.jpg,IMG/left_2019_06_27_18_35_44_190.jpg,IMG/right_2019_06_27_18_35_44_190.jpg,0,0,0,23.14677
IMG/center_2019_06_27_18_35_44_271.jpg,IMG/left_2019_06_27_18_35_44_271.jpg,IMG/right_2019_06_27_18_35_44_271.jpg,0,0,0,22.95783
IMG/center_2019_06_27_18_35_44_344.jpg,IMG/left_2019_06_27_18_35_44_344.jpg,IMG/right_2019_06_27_18_35_44_344.jpg,0,0,0,22.76978
IMG/center_2019_06_27_18_35_44_423.jpg,IMG/left_2019_06_27_18_35_44_423.jpg,IMG/right_2019_06_27_18_35_44_423.jpg,0.2,0,0,22.56599
IMG/center_2019_06_27_18_35_44_500.jpg,IMG/left_2019_06_27_18_35_44_500.jpg,IMG/right_2019_06_27_18_35_44_500.jpg,0.4,0,0,22.305
IMG/center_2019_06_27_18_35_44_568.jpg,IMG/left_2019_06_27_18_35_44_568.jpg,IMG/right_2019_06_27_18_35_44_568.jpg,0.5500001,0,0,22.04045
IMG/center_2019_06_27_18_35_44_645.jpg,IMG/left_2019_06_27_18_35_44_645.jpg,IMG/right_2019_06_27_18_35_44_645.jpg,0.4378166,0,0,21.79768
IMG/center_2019_06_27_18_35_44_719.jpg,IMG/left_2019_06_27_18_35_44_719.jpg,IMG/right_2019_06_27_18_35_44_719.jpg,0.2162454,0,0,21.63797
IMG/center_2019_06_27_18_35_44_788.jpg,IMG/left_2019_06_27_18_35_44_788.jpg,IMG/right_2019_06_27_18_35_44_788.jpg,0.009632349,0,0,21.50163
IMG/center_2019_06_27_18_35_44_886.jpg,IMG/left_2019_06_27_18_35_44_886.jpg,IMG/right_2019_06_27_18_35_44_886.jpg,0,0,0,21.26822
IMG/center_2019_06_27_18_35_44_977.jpg,IMG/left_2019_06_27_18_35_44_977.jpg,IMG/right_2019_06_27_18_35_44_977.jpg,0,0,0,21.09533
IMG/center_2019_06_27_18_35_45_070.jpg,IMG/left_2019_06_27_18_35_45_070.jpg,IMG/right_2019_06_27_18_35_45_070.jpg,0.05,0,0,20.88482
IMG/center_2019_06_27_18_35_45_147.jpg,IMG/left_2019_06_27_18_35_45_147.jpg,IMG/right_2019_06_27_18_35_45_147.jpg,0.08990765,0,0,20.70946
IMG/center_2019_06_27_18_35_45_216.jpg,IMG/left_2019_06_27_18_35_45_216.jpg,IMG/right_2019_06_27_18_35_45_216.jpg,0,0,0,20.57943
IMG/center_2019_06_27_18_35_45_284.jpg,IMG/left_2019_06_27_18_35_45_284.jpg,IMG/right_2019_06_27_18_35_45_284.jpg,0,0,0,20.41277
IMG/center_2019_06_27_18_35_45_376.jpg,IMG/left_2019_06_27_18_35_45_376.jpg,IMG/right_2019_06_27_18_35_45_376.jpg,0,0,0,20.24758
IMG/center_2019_06_27_18_35_45_468.jpg,IMG/left_2019_06_27_18_35_45_468.jpg,IMG/right_2019_06_27_18_35_45_468.jpg,0,0,0,20.05149
IMG/center_2019_06_27_18_35_45_570.jpg,IMG/left_2019_06_27_18_35_45_570.jpg,IMG/right_2019_06_27_18_35_45_570.jpg,0,0.3052919,0,20.08259
IMG/center_2019_06_27_18_35_45_669.jpg,IMG/left_2019_06_27_18_35_45_669.jpg,IMG/right_2019_06_27_18_35_45_669.jpg,-0.09707093,0.2104411,0,20.2214
IMG/center_2019_06_27_18_35_45_738.jpg,IMG/left_2019_06_27_18_35_45_738.jpg,IMG/right_2019_06_27_18_35_45_738.jpg,0,0.004473209,0,20.2697
IMG/center_2019_06_27_18_35_45_834.jpg,IMG/left_2019_06_27_18_35_45_834.jpg,IMG/right_2019_06_27_18_35_45_834.jpg,0,0,0,19.82641
IMG/center_2019_06_27_18_35_45_928.jpg,IMG/left_2019_06_27_18_35_45_928.jpg,IMG/right_2019_06_27_18_35_45_928.jpg,0,0.09261703,0,20.0542
IMG/center_2019_06_27_18_35_46_021.jpg,IMG/left_2019_06_27_18_35_46_021.jpg,IMG/right_2019_06_27_18_35_46_021.jpg,-0.0004913807,0,0,19.55222
IMG/center_2019_06_27_18_35_46_112.jpg,IMG/left_2019_06_27_18_35_46_112.jpg,IMG/right_2019_06_27_18_35_46_112.jpg,0,0.1840289,0,19.44679
IMG/center_2019_06_27_18_35_46_204.jpg,IMG/left_2019_06_27_18_35_46_204.jpg,IMG/right_2019_06_27_18_35_46_204.jpg,0,0,0,19.69275
IMG/center_2019_06_27_18_35_46_293.jpg,IMG/left_2019_06_27_18_35_46_293.jpg,IMG/right_2019_06_27_18_35_46_293.jpg,0,0.08753371,0,19.54361
IMG/center_2019_06_27_18_35_46_385.jpg,IMG/left_2019_06_27_18_35_46_385.jpg,IMG/right_2019_06_27_18_35_46_385.jpg,0,0.009557962,0,19.08233
IMG/center_2019_06_27_18_35_46_477.jpg,IMG/left_2019_06_27_18_35_46_477.jpg,IMG/right_2019_06_27_18_35_46_477.jpg,0,0.08986473,0,18.91474
IMG/center_2019_06_27_18_35_46_566.jpg,IMG/left_2019_06_27_18_35_46_566.jpg,IMG/right_2019_06_27_18_35_46_566.jpg,-0.25,0.171243,0,19.32875
IMG/center_2019_06_27_18_35_46_656.jpg,IMG/left_2019_06_27_18_35_46_656.jpg,IMG/right_2019_06_27_18_35_46_656.jpg,-0.1792467,0,0,19.20858
IMG/center_2019_06_27_18_35_46_752.jpg,IMG/left_2019_06_27_18_35_46_752.jpg,IMG/right_2019_06_27_18_35_46_752.jpg,0,0.2859392,0,18.813
IMG/center_2019_06_27_18_35_46_843.jpg,IMG/left_2019_06_27_18_35_46_843.jpg,IMG/right_2019_06_27_18_35_46_843.jpg,-0.1,0.01159215,0,19.17763
IMG/center_2019_06_27_18_35_46_941.jpg,IMG/left_2019_06_27_18_35_46_941.jpg,IMG/right_2019_06_27_18_35_46_941.jpg,0,0.1924889,0,18.69154
IMG/center_2019_06_27_18_35_47_010.jpg,IMG/left_2019_06_27_18_35_47_010.jpg,IMG/right_2019_06_27_18_35_47_010.jpg,-0.15,0,0,19.03572
IMG/center_2019_06_27_18_35_47_076.jpg,IMG/left_2019_06_27_18_35_47_076.jpg,IMG/right_2019_06_27_18_35_47_076.jpg,-0.20331,0,0,18.44726
IMG/center_2019_06_27_18_35_47_175.jpg,IMG/left_2019_06_27_18_35_47_175.jpg,IMG/right_2019_06_27_18_35_47_175.jpg,0,0,0,18.72603
IMG/center_2019_06_27_18_35_47_276.jpg,IMG/left_2019_06_27_18_35_47_276.jpg,IMG/right_2019_06_27_18_35_47_276.jpg,0,0.10533,0,18.04879
IMG/center_2019_06_27_18_35_47_367.jpg,IMG/left_2019_06_27_18_35_47_367.jpg,IMG/right_2019_06_27_18_35_47_367.jpg,-0.1,0.3780155,0,18.63001
IMG/center_2019_06_27_18_35_47_457.jpg,IMG/left_2019_06_27_18_35_47_457.jpg,IMG/right_2019_06_27_18_35_47_457.jpg,0,0.1051297,0,18.72673
IMG/center_2019_06_27_18_35_47_550.jpg,IMG/left_2019_06_27_18_35_47_550.jpg,IMG/right_2019_06_27_18_35_47_550.jpg,-0.05,0.1991315,0,18.17464
IMG/center_2019_06_27_18_35_47_646.jpg,IMG/left_2019_06_27_18_35_47_646.jpg,IMG/right_2019_06_27_18_35_47_646.jpg,-0.1854723,0,0,18.53507
IMG/center_2019_06_27_18_35_47_718.jpg,IMG/left_2019_06_27_18_35_47_718.jpg,IMG/right_2019_06_27_18_35_47_718.jpg,0,0.1104956,0,17.92522
IMG/center_2019_06_27_18_35_47_786.jpg,IMG/left_2019_06_27_18_35_47_786.jpg,IMG/right_2019_06_27_18_35_47_786.jpg,-0.1,0.1156647,0,17.95977
IMG/center_2019_06_27_18_35_47_855.jpg,IMG/left_2019_06_27_18_35_47_855.jpg,IMG/right_2019_06_27_18_35_47_855.jpg,-0.25,0,0,18.32838
IMG/center_2019_06_27_18_35_47_925.jpg,IMG/left_2019_06_27_18_35_47_925.jpg,IMG/right_2019_06_27_18_35_47_925.jpg,-0.09693861,0.09321928,0,18.20617
IMG/center_2019_06_27_18_35_47_994.jpg,IMG/left_2019_06_27_18_35_47_994.jpg,IMG/right_2019_06_27_18_35_47_994.jpg,0,0.1058586,0,17.77738
IMG/center_2019_06_27_18_35_48_067.jpg,IMG/left_2019_06_27_18_35_48_067.jpg,IMG/right_2019_06_27_18_35_48_067.jpg,0,0,0,17.58945
IMG/center_2019_06_27_18_35_48_137.jpg,IMG/left_2019_06_27_18_35_48_137.jpg,IMG/right_2019_06_27_18_35_48_137.jpg,0,0,0,17.9956
IMG/center_2019_06_27_18_35_48_207.jpg,IMG/left_2019_06_27_18_35_48_207.jpg,IMG/right_2019_06_27_18_35_48_207.jpg,-0.1,0.2087967,0,17.9307
IMG/center_2019_06_27_18_35_48_276.jpg,IMG/left_2019_06_27_18_35_48_276.jpg,IMG/right_2019_06_27_18_35_48_276.jpg,-0.1111622,0.0004770756,0,17.43083
IMG/center_2019_06_27_18_35_48_343.jpg,IMG/left_2019_06_27_18_35_48_343.jpg,IMG/right_2019_06_27_18_35_48_343.jpg,0,0.2011507,0,17.4136
IMG/center_2019_06_27_18_35_48_414.jpg,IMG/left_2019_06_27_18_35_48_414.jpg,IMG/right_2019_06_27_18_35_48_414.jpg,-0.05,0,0,17.86479
IMG/center_2019_06_27_18_35_48_510.jpg,IMG/left_2019_06_27_18_35_48_510.jpg,IMG/right_2019_06_27_18_35_48_510.jpg,-0.3,0.1928008,0,17.26816
IMG/center_2019_06_27_18_35_48_614.jpg,IMG/left_2019_06_27_18_35_48_614.jpg,IMG/right_2019_06_27_18_35_48_614.jpg,-0.07735205,0.2684827,0,17.88417
IMG/center_2019_06_27_18_35_48_682.jpg,IMG/left_2019_06_27_18_35_48_682.jpg,IMG/right_2019_06_27_18_35_48_682.jpg,-0.277352,0.2705612,0,17.9162
IMG/center_2019_06_27_18_35_48_752.jpg,IMG/left_2019_06_27_18_35_48_752.jpg,IMG/right_2019_06_27_18_35_48_752.jpg,-0.4273521,0.4823971,0,17.65319
IMG/center_2019_06_27_18_35_48_828.jpg,IMG/left_2019_06_27_18_35_48_828.jpg,IMG/right_2019_06_27_18_35_48_828.jpg,-0.4813385,0.2552819,0,17.73499
IMG/center_2019_06_27_18_35_48_899.jpg,IMG/left_2019_06_27_18_35_48_899.jpg,IMG/right_2019_06_27_18_35_48_899.jpg,-0.4819752,0.26915,0,17.79144
IMG/center_2019_06_27_18_35_48_973.jpg,IMG/left_2019_06_27_18_35_48_973.jpg,IMG/right_2019_06_27_18_35_48_973.jpg,-0.6319752,0.4898636,0,18.32297
IMG/center_2019_06_27_18_35_49_048.jpg,IMG/left_2019_06_27_18_35_49_048.jpg,IMG/right_2019_06_27_18_35_49_048.jpg,-0.4890933,0.2630367,0,18.50278
IMG/center_2019_06_27_18_35_49_122.jpg,IMG/left_2019_06_27_18_35_49_122.jpg,IMG/right_2019_06_27_18_35_49_122.jpg,-0.2690792,0.2620769,0,18.56285
IMG/center_2019_06_27_18_35_49_200.jpg,IMG/left_2019_06_27_18_35_49_200.jpg,IMG/right_2019_06_27_18_35_49_200.jpg,-0.4690793,0.02842784,0,18.53871
IMG/center_2019_06_27_18_35_49_278.jpg,IMG/left_2019_06_27_18_35_49_278.jpg,IMG/right_2019_06_27_18_35_49_278.jpg,-0.2661724,0,0,17.98972
IMG/center_2019_06_27_18_35_49_355.jpg,IMG/left_2019_06_27_18_35_49_355.jpg,IMG/right_2019_06_27_18_35_49_355.jpg,-0.03742862,0.1136456,0,17.90487
IMG/center_2019_06_27_18_35_49_430.jpg,IMG/left_2019_06_27_18_35_49_430.jpg,IMG/right_2019_06_27_18_35_49_430.jpg,0,0.1204262,0,17.89379
IMG/center_2019_06_27_18_35_49_508.jpg,IMG/left_2019_06_27_18_35_49_508.jpg,IMG/right_2019_06_27_18_35_49_508.jpg,0,0,0,17.72616
IMG/center_2019_06_27_18_35_49_587.jpg,IMG/left_2019_06_27_18_35_49_587.jpg,IMG/right_2019_06_27_18_35_49_587.jpg,0,0.2362168,0,17.75143
IMG/center_2019_06_27_18_35_49_665.jpg,IMG/left_2019_06_27_18_35_49_665.jpg,IMG/right_2019_06_27_18_35_49_665.jpg,0,0.001517773,0,17.66322
IMG/center_2019_06_27_18_35_49_740.jpg,IMG/left_2019_06_27_18_35_49_740.jpg,IMG/right_2019_06_27_18_35_49_740.jpg,0,0,0,17.50979
IMG/center_2019_06_27_18_35_49_818.jpg,IMG/left_2019_06_27_18_35_49_818.jpg,IMG/right_2019_06_27_18_35_49_818.jpg,0.1,0,0,17.91596
IMG/center_2019_06_27_18_35_49_905.jpg,IMG/left_2019_06_27_18_35_49_905.jpg,IMG/right_2019_06_27_18_35_49_905.jpg,0.35,0,0,17.18603
IMG/center_2019_06_27_18_35_49_987.jpg,IMG/left_2019_06_27_18_35_49_987.jpg,IMG/right_2019_06_27_18_35_49_987.jpg,0.1349695,0.01269007,0,17.07733
IMG/center_2019_06_27_18_35_50_062.jpg,IMG/left_2019_06_27_18_35_50_062.jpg,IMG/right_2019_06_27_18_35_50_062.jpg,0,0,0,16.9272
IMG/center_2019_06_27_18_35_50_138.jpg,IMG/left_2019_06_27_18_35_50_138.jpg,IMG/right_2019_06_27_18_35_50_138.jpg,0,0.1164122,0,17.35271
IMG/center_2019_06_27_18_35_50_225.jpg,IMG/left_2019_06_27_18_35_50_225.jpg,IMG/right_2019_06_27_18_35_50_225.jpg,0,0.1092417,0,17.38639
IMG/center_2019_06_27_18_35_50_293.jpg,IMG/left_2019_06_27_18_35_50_293.jpg,IMG/right_2019_06_27_18_35_50_293.jpg,0,0,0,17.26703
IMG/center_2019_06_27_18_35_50_370.jpg,IMG/left_2019_06_27_18_35_50_370.jpg,IMG/right_2019_06_27_18_35_50_370.jpg,0,0.2324696,0,17.22081
IMG/center_2019_06_27_18_35_50_449.jpg,IMG/left_2019_06_27_18_35_50_449.jpg,IMG/right_2019_06_27_18_35_50_449.jpg,0,0,0,17.21631
IMG/center_2019_06_27_18_35_50_526.jpg,IMG/left_2019_06_27_18_35_50_526.jpg,IMG/right_2019_06_27_18_35_50_526.jpg,0,0,0,17.08131
IMG/center_2019_06_27_18_35_50_604.jpg,IMG/left_2019_06_27_18_35_50_604.jpg,IMG/right_2019_06_27_18_35_50_604.jpg,0,0.2342942,0,17.02779
IMG/center_2019_06_27_18_35_50_684.jpg,IMG/left_2019_06_27_18_35_50_684.jpg,IMG/right_2019_06_27_18_35_50_684.jpg,0,0,0,17.03274
IMG/center_2019_06_27_18_35_50_763.jpg,IMG/left_2019_06_27_18_35_50_763.jpg,IMG/right_2019_06_27_18_35_50_763.jpg,0,0.2362769,0,16.99112
IMG/center_2019_06_27_18_35_50_840.jpg,IMG/left_2019_06_27_18_35_50_840.jpg,IMG/right_2019_06_27_18_35_50_840.jpg,0,0.2240181,0,17.15777
